-1.179084132716018640e+00,-7.835120514890884236e-01,-2.577752569208192623e-01,1.254071310183829890e+00,6.847264932544230298e-01,2.910000000000000000e+02,4.190000000000000000e+02,2.850000000000000000e+02,5.530000000000000000e+02,1.562000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.665426597324324298e+00,8.090186868219271243e-01,-1.557008992333613229e+00,2.523413672937522834e-01,-1.322056089027081605e-01,2.260000000000000000e+02,5.860000000000000000e+02,1.430000000000000000e+02,1.530000000000000000e+02,1.987000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-1.185345269897221554e+00,-2.128067218827571327e+00,1.849012256403016405e-02,1.652595222252108420e-01,3.479576413490959585e-01,2.080000000000000000e+02,4.390000000000000000e+02,1.770000000000000000e+02,8.730000000000000000e+02,1.135000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.812087367228916723e-01,-7.075645282650565582e-01,-1.110283677490093046e+00,1.832639979944086506e-01,6.899912192248620624e-01,2.690000000000000000e+02,5.840000000000000000e+02,5.500000000000000000e+01,8.750000000000000000e+02,1.674000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.914351220184691060e-01,1.011811420192635147e+00,-1.532139438427293943e+00,-2.877352286088452060e-01,2.614922618900406448e+00,2.610000000000000000e+02,5.560000000000000000e+02,4.700000000000000000e+01,5.700000000000000000e+02,1.581000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.458106784583826698e-01,2.707683603860583932e-01,2.847717890154213283e-01,-4.575791944040078496e-01,7.908191250881263512e-01,2.710000000000000000e+02,5.040000000000000000e+02,2.500000000000000000e+02,8.160000000000000000e+02,1.950000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.788904804758173928e-01,-3.808685758143057903e-02,9.500700737277892882e-01,1.251570969649620224e-01,-1.376531682310290217e-01,2.740000000000000000e+02,4.130000000000000000e+02,1.570000000000000000e+02,1.160000000000000000e+02,1.927000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.446695256924899198e-01,8.785399285147548198e-01,-1.539051429259239656e+00,-3.566655499414380648e-01,1.149586845170676996e+00,2.890000000000000000e+02,5.520000000000000000e+02,3.010000000000000000e+02,7.340000000000000000e+02,1.045000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.212557732191170273e-01,-5.911089855546102223e-01,4.197766680406576634e-01,5.287707233678810015e-01,4.492989512169955346e-01,2.740000000000000000e+02,5.440000000000000000e+02,1.670000000000000000e+02,7.960000000000000000e+02,1.606000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.359896533969752630e+00,-6.287388292476774228e-03,1.347351786569698007e+00,7.111530714801961306e-01,2.042131870540022098e-01,2.970000000000000000e+02,5.910000000000000000e+02,1.730000000000000000e+02,1.100000000000000000e+02,1.469000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.870888766301970318e-01,1.475235677270378687e-01,-6.332937267974826367e-01,-9.164437184822160631e-01,6.108429512756241575e-01,2.430000000000000000e+02,4.550000000000000000e+02,1.170000000000000000e+02,1.640000000000000000e+02,1.739000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.014090688060663936e+00,5.797221479999083993e-01,-1.699661086856053105e+00,-1.470502313834671781e+00,-7.959340898144411092e-02,2.980000000000000000e+02,4.570000000000000000e+02,3.700000000000000000e+01,1.470000000000000000e+02,1.451000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.889328691036368690e+00,-3.106366393210112098e-01,4.068095500425201183e-01,4.556282959570848723e-01,-4.235281085892593778e-01,2.080000000000000000e+02,4.490000000000000000e+02,5.000000000000000000e+01,7.930000000000000000e+02,1.777000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.168901777527200814e-01,-1.954443154010417238e+00,-2.539238125427027981e-01,-8.850034349154688174e-02,-1.395450086241332155e-01,2.840000000000000000e+02,5.920000000000000000e+02,3.350000000000000000e+02,4.200000000000000000e+02,1.254000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.597514644273968498e-01,9.323988866214650839e-01,-3.673419762097373531e-01,-1.231663196330040844e+00,-6.931134204873383442e-02,2.060000000000000000e+02,4.360000000000000000e+02,1.700000000000000000e+02,7.650000000000000000e+02,1.583000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.661002560989633503e-01,7.898510005623561314e-01,6.691365053114677330e-01,1.245387999635515941e+00,6.811369207019427052e-02,2.150000000000000000e+02,4.370000000000000000e+02,1.600000000000000000e+01,2.030000000000000000e+02,1.521000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.699266175370047760e-01,5.235432359274351244e-01,1.521835037114440237e+00,-4.021779820348294482e-02,-6.310380472331870161e-01,2.560000000000000000e+02,4.240000000000000000e+02,3.560000000000000000e+02,2.150000000000000000e+02,1.041000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.838428821388156109e-01,-5.241504948260167218e-01,7.406049526382485482e-01,6.471501048135278600e-01,-7.027160411444514088e-01,2.690000000000000000e+02,5.310000000000000000e+02,1.830000000000000000e+02,5.600000000000000000e+02,1.305000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.766508422739170303e-01,5.370092149667572423e-01,4.793394782470914439e-01,4.957311708156778018e-01,-1.912625512237038361e-01,2.170000000000000000e+02,4.990000000000000000e+02,2.610000000000000000e+02,5.970000000000000000e+02,1.661000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.419602656154894449e-01,-8.732833440568291694e-01,-1.472631415589204629e+00,-1.168701119483141149e+00,3.872942672815380960e-01,2.040000000000000000e+02,5.410000000000000000e+02,2.300000000000000000e+02,2.400000000000000000e+02,1.880000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.351179197153781653e+00,-9.465073264272827469e-01,-9.341044317479508807e-01,-2.004874119491539375e+00,-6.818634173691175970e-01,2.530000000000000000e+02,5.950000000000000000e+02,2.000000000000000000e+02,2.050000000000000000e+02,1.608000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.279786235006056039e-01,1.675684896285402070e+00,-2.200211778298438947e+00,-1.696868042042434244e+00,-5.076943941473208849e-02,2.190000000000000000e+02,4.860000000000000000e+02,4.900000000000000000e+01,3.490000000000000000e+02,1.937000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-2.202093378948076108e+00,3.424477280797659229e-01,3.926521066730991327e-01,-7.653617945824728874e-01,4.911298973243783950e-01,2.860000000000000000e+02,4.260000000000000000e+02,1.140000000000000000e+02,3.520000000000000000e+02,1.440000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.227498846686476464e+00,1.281108841257811992e+00,-1.503026658945072258e+00,1.505895081177869965e+00,4.518105118022409661e-01,2.030000000000000000e+02,4.550000000000000000e+02,1.740000000000000000e+02,7.950000000000000000e+02,1.848000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.265835915038777681e-01,-1.099070564208944667e+00,5.850020615670683544e-01,1.369925444060652751e-03,1.956972111070665737e-02,2.570000000000000000e+02,4.240000000000000000e+02,3.550000000000000000e+02,3.970000000000000000e+02,1.686000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.539536524781500548e-02,3.425425612648770324e-01,1.408666105250190315e+00,1.132485536630312373e+00,-4.083784886853168983e-01,2.760000000000000000e+02,4.220000000000000000e+02,1.470000000000000000e+02,6.340000000000000000e+02,1.416000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-2.388791327375414386e-01,-4.416874982569278241e-01,-7.377578570760908727e-01,-8.446367163785974963e-01,-6.237803589960199124e-01,2.790000000000000000e+02,5.350000000000000000e+02,1.990000000000000000e+02,6.110000000000000000e+02,1.577000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.768867658596059766e-01,4.169666732323907277e-01,2.729892119048522026e-01,1.067066458104355853e+00,-6.114288428960764632e-01,2.700000000000000000e+02,5.050000000000000000e+02,5.300000000000000000e+01,1.080000000000000000e+02,1.391000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.001179695700336714e+00,1.106174705459844976e+00,1.526159905103779968e+00,-1.535829786792804463e-01,1.386737870103978087e+00,2.400000000000000000e+02,5.610000000000000000e+02,1.580000000000000000e+02,5.110000000000000000e+02,1.464000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
-1.134048313872477509e+00,-8.730491163182557690e-01,-5.052650943405854189e-01,8.282718757193032744e-01,-7.058181456716783320e-01,2.580000000000000000e+02,4.030000000000000000e+02,4.400000000000000000e+01,2.190000000000000000e+02,1.277000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-1.101913270506301501e+00,-1.593052814266076478e+00,1.898972401379331876e+00,-2.287507279391552406e-01,-1.240601388257793758e-01,2.650000000000000000e+02,4.380000000000000000e+02,4.200000000000000000e+01,1.490000000000000000e+02,1.172000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.004105287104624766e+00,-7.576659123436113585e-01,-1.004945935752155295e+00,-1.184210043244171562e+00,-5.741317497606093778e-02,2.680000000000000000e+02,4.390000000000000000e+02,2.170000000000000000e+02,2.400000000000000000e+02,1.750000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-9.418754472917852949e-01,-8.433520636986568952e-01,1.226591554459542044e+00,-6.337302625647486254e-01,-5.537500370897832647e-02,2.800000000000000000e+02,4.840000000000000000e+02,8.700000000000000000e+01,2.520000000000000000e+02,1.079000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-5.481797012154041582e-01,-1.559889257723843459e+00,7.145120759948547784e-01,-6.100950991290434722e-01,4.998750880029446675e-01,2.610000000000000000e+02,4.620000000000000000e+02,2.450000000000000000e+02,1.060000000000000000e+02,1.372000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-2.466833895699277468e-01,2.639820223895031348e-01,-1.057030421468266645e+00,-1.369064085318184354e+00,3.532686902471662838e-02,2.470000000000000000e+02,5.220000000000000000e+02,7.700000000000000000e+01,1.970000000000000000e+02,1.473000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.833809894464293100e+00,-3.760196270702288457e-01,-4.766910408934368348e-01,1.927344237145819095e-01,-7.572757270866300461e-01,2.040000000000000000e+02,5.970000000000000000e+02,3.310000000000000000e+02,8.740000000000000000e+02,1.070000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
